Date,AUDKRW=X,CHFKRW=X,CNYKRW=X,EURKRW=X,JPYKRW=X,MXNKRW=X,USDKRW=X
2010-01-01 0:00,1017,1082.4000244140625,,1605.780029296875,12.718000411987305,,1147.699951171875
2010-02-01 0:00,1018.5999755859375,1056.0999755859375,,1545.7340087890625,12.751999855041504,,1133.5999755859375
2010-03-01 0:00,1035.800048828125,1073.800048828125,,1528.3900146484375,12.098999977111816,,1131.5999755859375
2010-04-01 0:00,1024.300048828125,1028.4000244140625,,1473.0799560546875,11.805000305175781,,1107.9000244140625
2010-05-01 0:00,1015.7999877929688,1037.5999755859375,,1474.469970703125,13.156999588012695,,1200
2010-06-01 0:00,1032.300048828125,1138.4000244140625,,1500.5799560546875,13.875,,1227.199951171875
2010-07-01 0:00,1071.699951171875,1136.5999755859375,,1543.939941,13.701000213623047,,1184.0999755859375
2010-08-01 0:00,1063.9000244140625,1163.699951171875,,1511.8399658203125,14.11299991607666,,1193.0999755859375
2010-09-01 0:00,1104.0999755859375,1166,,1552.27002,13.597000122070312,,1139.199951171875
2010-10-01 0:00,1101.199951171875,1143.699951171875,,1563.489990234375,13.86299991607666,,1132.4000244140625
2010-11-01 0:00,1118.0999755859375,1161.4000244140625,,1523.4200439453125,13.800999641418457,,1163
2010-12-01 0:00,1144.9000244140625,1205.9000244140625,,1499.060059,13.829000473022461,,1127.0999755859375
2011-01-01 0:00,1102.9000244140625,1186.199951171875,,1516.469970703125,13.607999801635742,,1117.4000244140625
2011-02-01 0:00,1143.0999755859375,1214.199951171875,,1547.97998,13.807999610900879,,1127.0999755859375
2011-03-01 0:00,1132.800048828125,1195.199951171875,,1550.969970703125,13.208000183105469,,1098.300048828125
2011-04-01 0:00,1168.9000244140625,1224.199951171875,,1586.310059,13.107999801635742,,1068.800048828125
2011-05-01 0:00,1150.9000244140625,1264.0999755859375,,1540.1199951171875,13.295999526977539,,1075.300048828125
2011-06-01 0:00,1142.699951171875,1282.800048828125,,1547.4200439453125,13.23799991607666,,1068.9000244140625
2011-07-01 0:00,1154,1309.0999755859375,,1503.3199462890625,13.494000434875488,,1049
2011-08-01 0:00,1144,1307.9000244140625,,1546.8399658203125,13.970999717712402,,1071.800048828125
2011-09-01 0:00,1149.5,1311.0999755859375,,1599.1199951171875,15.336000442504883,,1177
2011-10-01 0:00,1178,1279.5999755859375,,1560.8399658203125,14.571000099182129,,1104
2011-11-01 0:00,1141.9000244140625,1237.800048828125,,1519.199951171875,14.623000144958496,,1140.300048828125
2011-12-01 0:00,1171.5,1228.699951171875,,1496.8599853515625,14.87600040435791,,1155.4000244140625
2012-01-01 0:00,1191.699951171875,1226.800048828125,,1507.699951171875,14.73900032043457,,1125.699951171875
2012-02-01 0:00,1214.300048828125,1257.699951171875,,1515.810059,13.972999572753906,,1124.5999755859375
2012-03-01 0:00,1170.0999755859375,1252.800048828125,,1508.739990234375,13.654000282287598,,1130.699951171875
2012-04-01 0:00,1183.0999755859375,1247.5,,1498.4100341796875,14.083000183105469,,1131.699951171875
2012-05-01 0:00,1144.5,1215,,1458.989990234375,14.930000305175781,,1179.699951171875
2012-06-01 0:00,1140.5999755859375,1174.199951171875,,1410.737060546875,13.956999778747559,,1114
2012-07-01 0:00,1193.199951171875,1160,,1393.280029296875,14.550000190734863,,1136.5999755859375
2012-08-01 0:00,1165.5,1180.9000244140625,,1418.1300048828125,14.434000015258789,,1133.5999755859375
2012-09-01 0:00,1136,1165.5999755859375,,14.684288024902344,14.064000129699707,,1096.5999755859375
2012-10-01 0:00,1130.199951171875,1169.5,,1413.1700439453125,13.682999610900879,,1090.300048828125
2012-11-01 0:00,1128.4000244140625,1166.0999755859375,,1404.3299560546875,13.17199993133545,,1082.0999755859375
2012-12-01 0:00,1078.300048828125,1137.300048828125,,1373,12.076000213623047,,1038.0999755859375
2013-01-01 0:00,1130.699951171875,1191.5,,1472.209961,11.923999786376953,,1085.4000244140625
2013-02-01 0:00,1109.0999755859375,1167.4000244140625,,1423.689941,11.739999771118164,,1083.9000244140625
2013-03-01 0:00,1134.4000244140625,1147,,14.558159828186035,11.56000042,,1090
2013-04-01 0:00,1140.9000244140625,1176.9000244140625,,1444.699951171875,11.270999908447266,,1103.199951171875
2013-05-01 0:00,1090.300048828125,1182.199951171875,,1470.8699951171875,11.154999732971191,,1127.5999755859375
2013-06-01 0:00,1024.0999755859375,1186.9000244140625,,1460,11.288999557495117,,1122.0999755859375
2013-07-01 0:00,1011.5,1199.5,,1479.3299560546875,11.37600040435791,,1113.300048828125
2013-08-01 0:00,966.5499877929688,1168.0999755859375,,1436,11.062999725341797,,1086
2013-09-01 0:00,1000.5,1188.199951171875,,1451.780029296875,10.994999885559082,,1075.800048828125
2013-10-01 0:00,1002.2000122070312,1175.4000244140625,,1452.290039,10.741000175476074,,1058.199951171875
2013-11-01 0:00,963.0499877929688,1166.9000244140625,,1436.8699951171875,10.319000244140625,,1057.0999755859375
2013-12-01 0:00,940.2299805,1188.199951171875,,1455.9300537109375,10.04699993133545,,1054.300048828125
2014-01-01 0:00,949.4899902,1195.800048828125,,1463.3299560546875,10.501999855041504,,1079.300048828125
2014-02-01 0:00,957.6500244140625,1203.199951171875,,1464.8699951171875,10.468000411987305,,1068.699951171875
2014-03-01 0:00,989.6799926757812,1205.0999755859375,,1470.0699462890625,10.387999534606934,,1066.550048828125
2014-04-01 0:00,953.7899780273438,1165,,1421.52002,10.031999588012695,,1029.439941
2014-05-01 0:00,949.0200195,1138.9000244140625,,13.931456565856934,10.017999649047852,,1019.7999877929688
2014-06-01 0:00,954.0800170898438,1137.0999755859375,,1382.530029296875,9.989399909973145,,1013.2999877929688
2014-07-01 0:00,954.4600219726562,1126.199951171875,,1371.0999755859375,9.952199935913086,,1023.5999755859375
2014-08-01 0:00,945.5800170898438,1102.4000244140625,,1330.52002,9.728500366210938,,1012.9000244140625
2014-09-01 0:00,916.9400024414062,1106.4000244140625,,1335.260009765625,9.619199752807617,,1052.199951171875
2014-10-01 0:00,930.6099853515625,1102.5,,1328.560059,9.651499748,,1053.800048828125
2014-11-01 0:00,919.0999755859375,1124.5,,14.138272285461426,9.160200119018555,,1088.5999755859375
2014-12-01 0:00,896.25,1107.800048828125,,1332,9.166199684143066,,1095.300048828125
2015-01-01 0:00,857.1400146484375,1197.199951171875,,1242.719970703125,9.373000144958496,,1101
2015-02-01 0:00,859.5700073242188,1153.9000244140625,,12.342631340026855,9.197699546813965,,0.11025399714708328
2015-03-01 0:00,846.8699951171875,1143.0999755859375,,1197.75,9.215100288391113,,1105.5
2015-04-01 0:00,854.9899902,1136.800048828125,,1188.75,8.984999656677246,,1068.969970703125
2015-05-01 0:00,848.2299805,1174.9000244140625,,1214.3900146484375,8.948100090026855,,1107
2015-06-01 0:00,859.1099853515625,1209,,1254.77002,9.125399589538574,,1118.219970703125
2015-07-01 0:00,854.4799805,1209.5,,1281.3900146484375,9.441200256347656,,1170.77002
2015-08-01 0:00,839.3499755859375,1223,,1318.189941,9.692199707,,1177.5999755859375
2015-09-01 0:00,836.5900268554688,1230.5,,1344.780029296875,9.966899871826172,,1194.1600341796875
2015-10-01 0:00,813.7199707,1154.0999755859375,,12.577033996582031,9.451600074768066,,0.11427299678325653
2015-11-01 0:00,830.5999755859375,1122.199951171875,,1223.699951171875,9.414500237,,1154.8299560546875
2015-12-01 0:00,856.3900146484375,1189.9000244140625,,1285.6199951171875,9.76099968,,1175.439941
2016-01-01 0:00,832.7299805,1149.9000244140625,,13.354701042175293,9.707699776,,0.12338099628686905
2016-02-01 0:00,867.6699829101562,1221.5,,1330.053466796875,10.711999893188477,,1241.1300048828125
2016-03-01 0:00,873.8599853515625,1182.300048828125,,1293.219970703125,10.154000282287598,,1140.22998
2016-04-01 0:00,870.0399780273438,1192.300048828125,,1309.6700439453125,10.755999565124512,,1143
2016-05-01 0:00,862.3599853515625,1208.9000244140625,,1336.4000244140625,10.815999984741211,,1198.449951171875
2016-06-01 0:00,861,1177.0999755859375,,1282.4300537109375,11.217000007629395,,1152.1500244140625
2016-07-01 0:00,823.5200195,1119.5,,12.721028327941895,10.607999801635742,,0.11392100155353546
2016-08-01 0:00,840.7800293,1137,,1246.459961,10.866000175476074,,1118.3800048828125
2016-09-01 0:00,839.8200073242188,1139.699951171875,,1235.3699951171875,10.881999969482422,,1101.6199951171875
2016-10-01 0:00,871,1160.800048828125,,1259.1700439453125,10.963000297546387,,1146.699951171875
2016-11-01 0:00,873.7600098,1154,,1243.060059,10.378999710083008,,1167.8599853515625
2016-12-01 0:00,869.0900268554688,1182.9000244140625,,12.711325645446777,10.314000129699707,,1206.260009765625
2017-01-01 0:00,884.1599731445312,1175.300048828125,,1251.560059,10.281999588012695,,1169.209961
2017-02-01 0:00,870.0800170898438,1122.9000244140625,,1199.719970703125,10.053999900817871,,1133.939941
2017-03-01 0:00,854.4299926757812,1116,,1193.199951171875,9.989199638,,1117.02002
2017-04-01 0:00,849.5599975585938,1141.9000244140625,,12.413107872009277,10.199999809265137,,1135.6400146484375
2017-05-01 0:00,838.0399780273438,1151.4000244140625,,1255.219970703125,10.13700008392334,,1123.9000244140625
2017-06-01 0:00,880.5999755859375,1199.199951171875,,1310.939941,10.232000350952148,,1146.1400146484375
2017-07-01 0:00,897.4299926757812,1159.4000244140625,,1320.0699462890625,10.168000221252441,,1124.050048828125
2017-08-01 0:00,888.0900268554688,1165.300048828125,,1335.3900146484375,10.164999961853027,,1123.3299560546875
2017-09-01 0:00,903.2399902,1181.199951171875,,13.548299789428711,10.194000244140625,,0.11537999659776688
2017-10-01 0:00,864.5399780273438,1129.0999755859375,,1308.719970703125,9.939000129699707,,1123.449951171875
2017-11-01 0:00,817.5,1097.4000244140625,,1280.489990234375,9.646499633789062,,1080.6600341796875
2017-12-01 0:00,832.2899780273438,1094,,1279.1400146484375,9.460700035095215,,1066.3800048828125
2018-01-01 0:00,868.6599731445312,1147.4000244140625,,1330.790039,9.862700462341309,,1072.540039
2018-02-01 0:00,841.9400024414062,1150.199951171875,,1321.1500244140625,10.055999755859375,,1079.3900146484375
2018-03-01 0:00,813.1300048828125,1111.300048828125,,1306.219970703125,9.967700004577637,,1059.9000244140625
2018-04-01 0:00,808.4699707,1080,,1293.8800048828125,9.782799721,,1067.5999755859375
2018-05-01 0:00,813.8400268554688,1087.300048828125,,1253.8900146484375,9.886199951171875,,1075.030029296875
2018-06-01 0:00,823.1900024414062,1124,,1295.260009765625,10.041000366210938,,1120.540039
2018-07-01 0:00,827.0599975585938,1129.9000244140625,,1307.199951171875,10.06000042,,1116.6700439453125
2018-08-01 0:00,809.7999877929688,1151,,1300.800048828125,10.045999526977539,,1115.449951171875
2018-09-01 0:00,799.8599853515625,1128.4000244140625,,1294,9.738499641418457,,1109.1600341796875
2018-10-01 0:00,807.4699707,1131.4000244140625,,1290.4000244140625,10.059000015258789,,1137.699951171875
2018-11-01 0:00,817.5399780273438,1121,,1272.0999755859375,9.845399856567383,,1117.02002
2018-12-01 0:00,786.3900146484375,1134.5999755859375,,1276.5999755859375,10.116999626159668,,1116.300048828125
2019-01-01 0:00,804.25,1115.699951171875,,1273.300048828125,10.17300033569336,,1109
2019-02-01 0:00,797.5300293,1115.0999755859375,,1269.699951171875,10.064000129699707,,1115.0999755859375
2019-03-01 0:00,804.6699829101562,1140.5999755859375,,1273.4000244140625,10.241999626159668,,1135.9000244140625
2019-04-01 0:00,817.4600219726562,1136.5,,1295.800048828125,10.37600040435791,,1158.790039
2019-05-01 0:00,820.6199951171875,1180.199951171875,,1321.300048828125,10.864999771118164,,1188.3800048828125
2019-06-01 0:00,811.3400268554688,1183.199951171875,,1314.0999755859375,10.708999633789062,,1155.510009765625
2019-07-01 0:00,811.5800170898438,1192.5999755859375,,1317,10.875,,1180.6500244140625
2019-08-01 0:00,814.9799805,1221.5999755859375,,1334.800048828125,11.378999710083008,,1207.1600341796875
2019-09-01 0:00,812.5100098,1212.5999755859375,,1314.800048828125,11.133999824523926,,1201.9100341796875
2019-10-01 0:00,802.6038208007812,1176.4884033203125,,1297.4300537109375,10.697050094604492,,1163.699951171875
2019-11-01 0:00,799.1785278320312,1181.688232421875,,1300.27002,10.790594100952148,,1181.5699462890625
2019-12-01 0:00,809.5838012695312,1193.7132568359375,,1295.310059,10.62109088897705,,1156.3499755859375
2020-01-01 0:00,796.2172241210938,1224.4727783203125,,1309.469970703125,10.902861595153809,,1187.1199951171875
2020-02-01 0:00,782.0963134765625,1242.259033203125,,1322.47998,11.086830139160156,,1200.0999755859375
2020-03-01 0:00,754.3414916992188,1274.2149658203125,,1348.260009765625,11.321892738342285,,1222.699951171875
2020-04-01 0:00,793.6068115234375,1243.066162109375,,1315.040039,11.356710433959961,,1210.790039
2020-05-01 0:00,819.7675781,1278.160156,,1366.5699462890625,11.40780258178711,,1230.27002
2020-06-01 0:00,823.5167236328125,1259.955810546875,,1347.6500244140625,11.139335632324219,,1198.489990234375
2020-07-01 0:00,856.3034057617188,1308.156738,,1410.3699951171875,11.355191230773926,,1189.560059
2020-08-01 0:00,869.5130004882812,1305.3470458984375,,1403.550048828125,11.176498413085938,,1179.5899658203125
2020-09-01 0:00,834.2490844726562,1270.1102294921875,,1371.199951171875,11.052215576171875,,1167.8599853515625
2020-10-01 0:00,798.255127,1237.1024169921875,,1318.030029296875,10.85146427154541,,1129.52002
2020-11-01 0:00,816.2992553710938,1219.839599609375,,1320.8199462890625,10.597391128540039,,1104.3299560546875
2020-12-01 0:00,836.3601684570312,1233.7889404296875,,1337,10.548276901245117,,1086.4200439453125
2021-01-01 0:00,853.9451904296875,1254.248779296875,,1323.096191,10.67319393157959,,1117.4300537109375
2021-02-01 0:00,865.2090454101562,1235.5743408203125,,1356.8900146484375,10.534171104431152,,1123.3699951171875
2021-03-01 0:00,861.5712280273438,1202.421142578125,,1327.1600341796875,10.264425277709961,,1132.3199462890625
2021-04-01 0:00,860.6659545898438,1217.4664306640625,,1341.510009765625,10.161754608154297,,1106.6300048828125
2021-05-01 0:00,857.8959961,1236.2733154296875,,1357.050048828125,10.123397827148438,,1112.8499755859375
2021-06-01 0:00,849.6749877929688,1227.4671630859375,,1345.4100341796875,10.227920532226562,,1130.510009765625
2021-07-01 0:00,844.5941162109375,1269.953369140625,,1366.239990234375,10.48069953918457,,1150.6300048828125
2021-08-01 0:00,850.2852172851562,1271.6746826171875,,1374.6700439453125,10.607407569885254,,1165.510009765625
2021-09-01 0:00,852.2211914,1270.67334,,1376.3399658203125,10.606549263000488,,1187.4300537109375
2021-10-01 0:00,882.0371704101562,1281.1209716796875,,1356.550048828125,10.284699440002441,,1174.3800048828125
2021-11-01 0:00,850.8849487304688,1290.1527099609375,,1343.3199462890625,10.463214874267578,,1190.739990234375
2021-12-01 0:00,862.4526977539062,1301.6632080078125,,1346.1300048828125,10.33819294,,1189.8900146484375
2022-01-01 0:00,845.0784301757812,1296.9324951171875,,1346.719970703125,10.47781753540039,,1207.709961
2022-02-01 0:00,859.3701782226562,1290.173583984375,,1348.75,10.347432136535645,,1197.5899658203125
2022-03-01 0:00,908.1930541992188,1311.149414,,1350.22998,9.919118881225586,,1210.439941
2022-04-01 0:00,891.5096435546875,1295.6907958984375,,1331.1099853515625,9.715661049,,1263.3800048828125
2022-05-01 0:00,889.6509399414062,1289.9815673828125,,1330.5899658203125,9.673713684082031,,1236.1700439453125
2022-06-01 0:00,895.4926147460938,1364.196533203125,,1358.010009765625,9.53173542,,1301.72998
2022-07-01 0:00,909.2640380859375,1367.7633056640625,,1331.5899658203125,9.769078254699707,,1302.8699951171875
2022-08-01 0:00,925.8320313,1386.3743896484375,,1351.25,9.732186317443848,,1350.189941
2022-09-01 0:00,931.1336059570312,1466.9012451171875,,1404.0799560546875,9.902406692504883,,1430.1700439453125
2022-10-01 0:00,909.9754028320312,1426.6575927734375,,1415.219970703125,9.617699623,,1421.6500244140625
2022-11-01 0:00,885.6785278320312,1388.985595703125,,1367.459961,9.551940918,,1325.3699951171875
2022-12-01 0:00,858.0491943359375,1363.834473,,1346.3499755859375,9.616825103759766,,1260.9100341796875
